318,1673000
1867,3012000
3121,4464000
4644,4865000
4869,5981000
6030,7970000
8065,1059300
10728,1224200
12258,1277600
12918,1388600
13843,1481400
14795,1587400
16219,1732500
17344,1932300
19311,1992200
19924,2025600
20308,2142600
21652,2308500
23132,2395300
24194,2493400
24950,2535100
25351,2583900
25862,2666500
26640,2746700
27495,2819900
28254,2889500
29100,3100400
31088,3196300
32197,3253500
32571,3338000
33397,3445200
34654,3561900
35616,3801800
38031,3938300
39385,4047000
40705,4173000
41803,4318800
43175,4426600
44282,4522300
45325,4643400
46451,4723000
47335,4799400
48074,4930600
49585,4987800
49934,5047000
50514,5075300
50907,5151800
51775,5238900
52373,5253400
52630,5392500
53944,5467200
54839,5681200
56815,5726100
57286,5863800
58897,6018900
60506,6079900
60948,6415400
64144,6465900
64677,6492800
64950,6614600
66160,7065600
70676,7107100
71064,7136300
71360,7206100
72062,7239400
72408,7422200
74239,7522800
75342,7566500
75832,7612500
76262,7698400
77149,7740600
77863,7806600
78090,7837400
78362,7881100
79047,7982000
79817,8086900
80892,8153000
81661,8261700
82959,8443700
84451,8484900
85025,8562700
85902,8622800
86323,8669100
86747,8773000
88121,8881000
88888,9476700
94764,9707000
97127,9736900
97381,9841200
98409,9990500
99902,1007710
100772,1021420
102155,1024780
102468,1030280
103204,1038360
104134,1050990
105123,1059290
105951,1068620
106988,1073770
107499,1078490
107915,1082080
108320,1086100
108624,1092560
109349,1097200
110013,1122830
112386,1132880
113313,1150940
115087,1168290
116972,1178050
117841,1189560
119063,1197700
119740,1204350
120654,1211060
121112,1214470
121664,1220920
122104,1225200
122798,1231870
123200,1237120
123760,1240620
124104,1245080
124495,1263630
126360,1271780
127188,1283240
128314,1286130
128628,1292030
129218,1296970
129694,1302300
130249,1306710
130652,1313800
131419,1337730
133961,1347100
134782,1362900
136469,1367020
136714,1369920
137323,1388970
138999,1399490
139960,1408530
141052,1413360
141337,1417050
141618,1430060
143016,1432580
143366,1437220
143986,1442730
144097,1442730
144397,1448400
145354,1455600
145869,1463060
146306,1466560
146764,1473810
147399,1477640
147884,1482910
148354,1500090
150232,1511730
151186,1518900
151839,1526450
152648,1533280
153608,1559470
155993,1568050
157089,1594700
159663,1613780
161420,1622500
162467,1634590
163465,1642980
164309,1646980
164756,1655080
165492,1657640
165761,1666420
166687,1669710
167086,1679430
168005,1692700
169510,1720080
172903,1732080
173309,1745560
174834,1756940
175766,1777600
177924,1791380
179174,1800520
180052,1809000
180928,1821840
182267,1855690
185572,1878630
187867,1895280
189625,1903980
190690,1919160
192018,1925930
192586,1934730
193593,1938500
193989,1948700
194892,1956290
195793,1966110
196786,1974630
197512,1982040
198201,1994090
200094,2004020
200522,2008300
201217,2025900
202641,2035970
203640,2043530
204624,2055770
205819,2074080
207739,2092710
209470,2113890
211425,2122940
212366,2126890
212824,2132850
213336,2136680
213735,2144090
214486,2154270
215721,2163440
216434,2170180
217125,2176850
217800,2213390
221370,2229590
222983,2232610
223490,2238760
224027,2244550
224562,2265080
226854,2289290
229045,2298240
229840,2307240
230840,2317660
232662,2334770
233491,2338650
233858,2343370
234414,2354090
235524,2370200
248555,2490130
249026,2495440
249541,2505630
250592,2530540
253200,2545730
254707,2557800
255800,2564980
256491,2569640
256983,2584580
258856,2594700
259477,2608920
260896,2613060
261306,2620610
262064,2625760
262657,2632620
263366,2635150
263535,2637140
263844,2643770
264432,2649020
265029,2654540
265494,2661830
266431,2669310
267010,2673720
267530,2679160
267909,2689490
269067,2697290
269754,2702570
270372,2709770
271324,2725020
273003,2765570
276728,2803330
280410,2809550
281021,2824810
282755,2842270
284365,2860110
286219,2877180
287853,2889920
289139,2895550
289562,2905210
290593,2912280
291312,2931980
293212,2938410
293845,2952810
295401,2962130
296349,2968520
296889,2975510
297810,2986520
298669,2994900
299607,3005780
300617,3017170
302008,3041400
304133,3046840
304942,3056130
305775,3065540
306644,3073060
307303,3083190
308334,3091550
309538,3107190
310932,3116450
311830,3136620
313659,3149810
314984,3158230
315945,3167750
316873,3183750
319049,3195280
319560,3204230
320542,3212790
321490,3221280
322134,3240050
324104,3254170
325422,3257120
325729,3271200
327113,3274540
327621,3279050
327941,3284950
328701,3299660
329923,3309990
331063,3314460
331543,3326880
333534,3351950
335350,3364260
336541,3371610
337161,3383630
338341,3390870
339270,3400550
340278,3409520
340945,3417540
341751,3425540
342551,3431950
343221,3446360
344850,3460490
346377,3470360
347219,3476110
347658,3484280
348586,3490650
349326,3502280
350392,3512640
351459,3555050
355643,3563230
356567,3568720
356890,3577050
357775,3596760
360172,3605070
360936,3662720
366508,3670320
367248,3675320
367533,3679010
367898,3693730
369377,3697570
370032,3704030
370416,3706340
370732,3710640
371130,3731270
373129,3737850
373832,3745960
374621,3750670
375074,3758380
375842,3764920
376514,3775090
377531,3778720
377888,3783190
378404,3787810
378964,3797280
379794,3802070
380253,3817790
382016,3835360
383710,3847260
384926,3853720
385386,3867800
386780,3876400
387697,3884670
388451,3886780
388807,3895410
389538,3897170
389813,3904300
390529,3914730
391604,3930520
393086,3942460
394264,3955290
395602,3961110
396208,3969270
396964,3972990
397340,3980530
398210,3996520
399645,4009790
400997,4012990
401386,4015800
401619,4025390
402641,4030600
403279,4037250
403743,4041980
404365,4049940
405221,4056070
405680,4064410
406637,4081030
408116,4089370
408954,4099310
409944,4118600
411992,4123630
412457,4128250
412849,4139640
414095,4147600
414928,4152270
415224,4161680
416203,4166520
416796,4174790
417535,4179600
417963,4187630
418891,4193730
419544,4200020
419999,4203310
420335,4214470
421469,4240960
424130,4260640
426190,4266060
426597,4269950
427104,4281110
428127,4285070
428576,4289680
428981,4294030
429630,4320950
433153,4347450
434945,4358170
436161,4363520
436379,4371880
437482,4388820
439009,4392120
439214,4396240
439677,4399760
440056,4406100
440758,4415700
441622,4428720
442869,4433000
443303,4438510
444031,4448880
445049,4470100
447010,4474740
447471,4477910
447804,4489100
448926,4515080
451531,4524060
452524,4530930
453107,4538530
454534,4569360
457021,4589130
459681,4657220
465934,4664190
466517,4673620
467519,4681360
468169,4694370
469575,4700780
470122,4721580
472330,4726440
472781,4737100
473936,4767160
476960,4784470
478721,4797100
479765,4811530
481250,4827010
482713,4828680
483166,4838910
483934,4845990
484620,4853750
485493,4876520
487649,4887970
488802,4897490
489905,4915000
491634,4929170
492918,4940180
494011,4955610
496381,4979190
498171,5002400
500306,5007790
500799,5012840
501312,5016170
501693,5019590
502198,5023620
502424,5026600
502899,5046290
504674,5049970
504972,5052770
505351,5062230
506368,5069970
507723,5087330
509400,5102870
510190,5112120
511215,5115620
511966,5122080
512291,5132680
514004,5143810
514681,5150580
515391,5157500
516076,5166360
516746,5184460
518597,5197000
519789,5202680
520426,5207910
520961,5215360
521601,5217710
521863,5225910
522628,5235210
523719,5257130
525813,5266880
526754,5275120
527580,5284880
528563,5303230
530515,5311080
531294,5322530
532328,5325520
532603,5341110
534307,5347560
534753,5354210
535428,5360780
536187,5382470
538251,5388530
538881,5393480
539365,5397630
539774,5404240
540421,5414670
541483,5417760
541791,5430620
543202,5441370
544923,5455010
545609,5462890
546314,5466730
546680,5471380
547520,5493370
549438,5498690
549916,5513460
551467,5522820
552563,5529310
553078,5544930
554624,5556280
555660,5569760
557178,5579300
558037,5584800
558526,5601870
560443,5617740
561819,5625590
562789,5642640
564257,5657530
565764,5670140
567030,5690810
569094,5699480
570008,5708380
570916,5711850
571204,5725590
572600,5735680
573740,5750620
575166,5764370
576403,5775840
577632,5786480
578886,5800790
580119,5810390
581150,5815000
581519,5825050
582526,5830470
583072,5834520
583507,5847570
585015,5859620
586329,5869940
587012,5890330
589066,5893620
589406,5902480
590324,5913550
591412,5920470
592257,5934380
593528,5950060
595135,5958420
595843,5965380
596580,5976200
598020,5989250
598968,6003440
600837,6011480
601149,6014660
601463,6022180
602208,6029300
602909,6035350
603536,6041200
604121,6054040
605401,6060420
606039,6072200
607372,6081990
608184,6084800
608557,6095880
609629,6109240
611240,6126340
612678,6134060
613836,6152990
